n_components,reconstruction_error,alpha,l1_ratio,topics,time
15,137.12064145306496,5,0.0,"['0000000004', '000', '00000000b', '00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000', '000000', '00000', '0000', '00']",2.9886759179935325
15,137.12064145306496,5,0.25,"['00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",2.2060587619780563
15,137.12064145306496,5,0.5,"['00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",2.211252760986099
15,137.12064145306496,5,0.75,"['00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",2.602132147003431
15,137.12064145306496,5,1.0,"['00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",136.670607595006
15,137.12064145306496,10,0.0,"['00000011', '0000000004', '00000000b', '00000074', '00000011b', '00000010b', '00000010', '00000001b', '00000001', '00000000', '000000', '00000', '0000', '000', '00']",3.945735521003371
15,137.12064145306496,10,0.25,"['00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",3.4253148729912937
15,137.12064145306496,10,0.5,"['00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",3.518772692012135
15,137.12064145306496,10,0.75,"['00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",2.922914387017954
15,137.12064145306496,10,1.0,"['00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",129.73747586799436
16,134.48307881041438,0,0.0,"['00000001b', '00000010b', '00', '00000', '00000000', '00000010', '00000074', '0000000004', '0000', '000000', '00000001', '00000093', '00000011b', '00000011', '00000000b', '000']",20.294823086005636
16,137.12064145306496,1,0.0,"['00000093', '00000074', '00000011b', '00000010b', '00000010', '0000000004', '00000', '000', '00000001', '00000000b', '0000', '00000011', '00000001b', '00000000', '000000', '00']",4.6460253600089345
16,137.12064145306496,1,0.25,"['00000093', '00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",3.759338044998003
16,137.12064145306496,1,0.5,"['00000093', '00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",3.510035056999186
16,137.12064145306496,1,0.75,"['00000093', '00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",3.1949919289909303
16,137.12064145306496,1,1.0,"['00000093', '00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",111.16709499800345
16,137.12064145306496,5,0.0,"['0000', '00000093', '00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '000', '00']",2.6793307670159265
16,137.12064145306496,5,0.25,"['00000093', '00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",2.342318395007169
16,137.12064145306496,5,0.5,"['00000093', '00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",2.1508040439803153
16,137.12064145306496,5,0.75,"['00000093', '00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",2.1562178039748687
16,137.12064145306496,5,1.0,"['00000093', '00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",104.40352806000737
16,137.12064145306496,10,0.0,"['000', '0000', '00000093', '00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '00']",2.4927211279864423
16,137.12064145306496,10,0.25,"['00000093', '00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",1.9951737889787182
16,137.12064145306496,10,0.5,"['00000093', '00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",2.3387019709916785
16,137.12064145306496,10,0.75,"['00000093', '00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",2.1303459129994735
16,137.12064145306496,10,1.0,"['00000093', '00000074', '00000011b', '00000011', '00000010b', '00000010', '00000001b', '00000001', '00000000b', '0000000004', '00000000', '000000', '00000', '0000', '000', '00']",95.93251253201743
17,134.40327691215927,0,0.0,"['00', '00000010b', '0000000004', '00000', '00000010', '00000000', '00000074', '0000', '00000001', '000000', '000', '00000011b', '00000000b', '00000093', '00000001b', '00000011', '000000e5']",26.947221594979055
17,137.12064145306496,1,0.0,"['000000e5', '00000093', '00000074', '00000011b', '00000010b', '00000', '00000010', '00000001b', '00000001', '0000', '00000000b', '0000000004', '000', '00000000', '000000', '00000011', '00']",2.9602723689749837
17,137.12064145306496,1,0.25,"['000000e5', '00000000b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000001', '00000093', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00']",2.2467237139935605
17,137.12064145306496,1,0.5,"['000000e5', '00000000b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000001', '00000093', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00']",2.404011721984716
17,137.12064145306496,1,0.75,"['000000e5', '00000000b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000001', '00000093', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00']",2.0988877849886194
17,137.12064145306496,1,1.0,"['000000e5', '00000000b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000001', '00000093', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00']",110.64317701698747
17,137.12064145306496,5,0.0,"['00', '00000011', '0000', '00000000b', '00000001', '00000010b', '00000010', '00000001b', '00000093', '00000011b', '0000000004', '00000000', '000000', '00000', '00000074', '000', '000000e5']",3.419626630988205
17,137.12064145306496,5,0.25,"['000000e5', '00000000b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000001', '00000093', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00']",3.1087573030090425
17,137.12064145306496,5,0.5,"['000000e5', '00000000b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000001', '00000093', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00']",3.0839296159974765
17,137.12064145306496,5,0.75,"['000000e5', '00000000b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000001', '00000093', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00']",3.8338748140085954
17,137.12064145306496,5,1.0,"['000000e5', '00000000b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000001', '00000093', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00']",119.4499441270018
17,137.12064145306496,10,0.0,"['00000011', '00000074', '0000', '00000000b', '00000001', '0000000004', '000', '00000', '000000', '00000000', '000000e5', '00000093', '00000001b', '00000010', '00000010b', '00000011b', '00']",2.7797732400067616
17,137.12064145306496,10,0.25,"['000000e5', '00000000b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000001', '00000093', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00']",2.3499951440026052
17,137.12064145306496,10,0.5,"['000000e5', '00000000b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000001', '00000093', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00']",2.2862366079934873
17,137.12064145306496,10,0.75,"['000000e5', '00000000b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000001', '00000093', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00']",3.3655574150034226
17,137.12064145306496,10,1.0,"['000000e5', '00000000b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000001', '00000093', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00']",122.8266204969841
18,134.31367423288478,0,0.0,"['00000100', '00000010b', '00', '00000', '00000010', '00000000', '00000011b', '0000000004', '0000', '00000001', '000000', '00000074', '00000011', '00000093', '00000001b', '000000e5', '00000000b', '000']",10.343104251980549
18,137.12064145306496,1,0.0,"['00000100', '00000093', '000000e5', '00000001b', '00000074', '00000011b', '00000010', '0000', '00000001', '00000000b', '00000', '0000000004', '000', '00000010b', '00000000', '000000', '00000011', '00']",4.028799224994145
18,137.12064145306496,1,0.25,"['00000100', '000000e5', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '00']",3.4179219890211243
18,137.12064145306496,1,0.5,"['00000100', '000000e5', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '00']",3.2053640719968826
18,137.12064145306496,1,0.75,"['00000100', '000000e5', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '00']",3.1058234500233084
18,137.12064145306496,1,1.0,"['00000100', '000000e5', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '00']",165.02892431200598
18,137.12064145306496,5,0.0,"['0000', '00000001', '00000000b', '000000e5', '000', '00000', '000000', '00000000', '0000000004', '00000100', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '00']",7.697027257003356
18,137.12064145306496,5,0.25,"['00000100', '000000e5', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '00']",4.945700501004467
18,137.12064145306496,5,0.5,"['00000100', '000000e5', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '00']",4.524502358981408
18,137.12064145306496,5,0.75,"['00000100', '000000e5', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '00']",3.6273151580244303
18,137.12064145306496,5,1.0,"['00000100', '000000e5', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '00']",161.5910897879803
18,137.12064145306496,10,0.0,"['00000011', '00000010b', '000000e5', '0000', '00000001', '00000000b', '0000000004', '000', '00000', '000000', '00000000', '00000100', '00000001b', '00000010', '00000011b', '00000074', '00000093', '00']",3.1816518389969133
18,137.12064145306496,10,0.25,"['00000100', '000000e5', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '00']",2.3615635200112592
18,137.12064145306496,10,0.5,"['00000100', '000000e5', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '00']",2.091094809002243
18,137.12064145306496,10,0.75,"['00000100', '000000e5', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '00']",2.196281034994172
18,137.12064145306496,10,1.0,"['00000100', '000000e5', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '00']",155.9615963990218
19,134.25094382524375,0,0.0,"['000000e5', '00000010b', '00', '00000', '00000010', '00000000', '00000074', '0000000004', '0000', '00000001', '000000', '000', '00000100b', '00000000b', '00000100', '00000011', '00000011b', '00000093', '00000001b']",15.245002595998812
19,137.12064145306496,1,0.0,"['000000e5', '00000093', '00000074', '00000011b', '00000010', '00000100', '00000', '0000', '00000001', '00000000b', '0000000004', '00000100b', '000000', '000', '00000001b', '00000000', '00000010b', '00000011', '00']",3.007722211012151
19,137.12064145306496,1,0.25,"['00000100b', '00000001', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001b', '00000100', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00']",2.5984324220044073
19,137.12064145306496,1,0.5,"['00000100b', '00000001', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001b', '00000100', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00']",2.1562698660127353
19,137.12064145306496,1,0.75,"['00000100b', '00000001', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001b', '00000100', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00']",2.132327913015615
19,137.12064145306496,1,1.0,"['00000100b', '00000001', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001b', '00000100', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00']",108.47534588302369
19,137.12064145306496,5,0.0,"['0000000004', '00000001', '00000000b', '0000', '00000100b', '000', '00000', '000000', '00000000', '00000001b', '00000100', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00']",2.2619824559951667
19,137.12064145306496,5,0.25,"['00000100b', '00000001', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001b', '00000100', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00']",1.8964867769973353
19,137.12064145306496,5,0.5,"['00000100b', '00000001', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001b', '00000100', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00']",2.0126821769808885
19,137.12064145306496,5,0.75,"['00000100b', '00000001', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001b', '00000100', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00']",1.9288354819873348
19,137.12064145306496,5,1.0,"['00000100b', '00000001', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001b', '00000100', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00']",101.38158857400413
19,137.12064145306496,10,0.0,"['0000000004', '00000001', '00000000b', '0000', '00000100b', '000', '00000', '000000', '00000000', '00000001b', '00000100', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00']",2.034941750986036
19,137.12064145306496,10,0.25,"['00000100b', '00000001', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001b', '00000100', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00']",1.874054892017739
19,137.12064145306496,10,0.5,"['00000100b', '00000001', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001b', '00000100', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00']",1.8927359300141688
19,137.12064145306496,10,0.75,"['00000100b', '00000001', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001b', '00000100', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00']",1.9093323970155325
19,137.12064145306496,10,1.0,"['00000100b', '00000001', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001b', '00000100', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00']",117.79229778700392
20,134.1713086448685,0,0.0,"['00000100', '00000010b', '00', '00000', '00000010', '00000000', '00000101', '0000000004', '0000', '00000074', '00000001', '000000', '000', '00000011b', '00000011', '00000100b', '00000000b', '00000093', '000000e5', '00000001b']",14.582349470991176
20,137.12064145306496,1,0.0,"['00000100', '000000e5', '00000100b', '00000101', '00000074', '00000011b', '00000010', '0000', '00000000b', '00000001', '00000', '0000000004', '000', '000000', '00000001b', '00000000', '00000010b', '00000011', '00000093', '00']",3.4567428549926262
20,137.12064145306496,1,0.25,"['00000101', '00000100b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00000100', '00']",3.006219256989425
20,137.12064145306496,1,0.5,"['00000101', '00000100b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00000100', '00']",2.652451945003122
20,137.12064145306496,1,0.75,"['00000101', '00000100b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00000100', '00']",2.929355521016987
20,137.12064145306496,1,1.0,"['00000101', '00000100b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00000100', '00']",129.15706950999447
20,137.12064145306496,5,0.0,"['00000100', '000', '00000001', '0000000004', '0000', '00000000b', '00000101', '00000', '000000', '00000000', '00000001b', '00000100b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00']",3.0674703679978848
20,137.12064145306496,5,0.25,"['00000101', '00000100b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00000100', '00']",2.809500294009922
20,137.12064145306496,5,0.5,"['00000101', '00000100b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00000100', '00']",3.234308418002911
20,137.12064145306496,5,0.75,"['00000101', '00000100b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00000100', '00']",2.7895778020028956
20,137.12064145306496,5,1.0,"['00000101', '00000100b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00000100', '00']",129.59949103798135
20,137.12064145306496,10,0.0,"['00', '00000100', '000000', '000', '00000001', '0000', '00000000b', '00000', '00000000', '0000000004', '00000101', '00000100b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00000001b']",2.2159687410166953
20,137.12064145306496,10,0.25,"['00000101', '00000100b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00000100', '00']",2.055066379980417
20,137.12064145306496,10,0.5,"['00000101', '00000100b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00000100', '00']",2.2145428310032003
20,137.12064145306496,10,0.75,"['00000101', '00000100b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00000100', '00']",2.0566754390019923
20,137.12064145306496,10,1.0,"['00000101', '00000100b', '000', '0000', '00000', '000000', '00000000', '0000000004', '00000000b', '00000001', '00000001b', '00000010', '00000010b', '00000011', '00000011b', '00000074', '00000093', '000000e5', '00000100', '00']",115.48202163499082
