n_components,reconstruction_error,alpha,l1_ratio,topics,time
2,252.2301205078534,0,0,"[['edu', 'writes', 'com', 'people', 'don', 'article', 'just', 'like', 'know', 'think', 'god', 'does', 'use', 'time', 'good', 've', 'way', 'new', 'right', 'want', 'windows', 'make', 'say', 'thanks', 'did', 'really', 'need', 'believe', 'problem', 'used', 'said', 'government', 'work', 'drive', 'going', 'things', 'question', 'point', 'll', 'help', 'read', 'year', 'using', 'better', 'sure', 'doesn', 'mail', 'got', 'car', 'thing', 'let', 'ca', 'game', 'years', 'program', 'cs', 'bit', 'tell', 'didn', 'come', 'information', 'jesus', 'little', 'card', 'number', 'world', 'file', 'look', 'long', 'lot', 'probably', 'key', 'power', 'post', 'news', 'law', 'software', 'case', 'fact', 'life', 'true', 'looking', 'says', 'actually', 'run', 'hard', 'wrong', 'best', 'day', 'state', 'course', 'different', 'try', 'dos', 'chip', 'space', 'real', '10', 'data', 'far'], ['god', 'people', 'jesus', 'believe', 'bible', 'edu', 'say', 'christian', 'writes', 'christ', 'think', 'article', 'christians', 'faith', 'religion', 'life', 'said', 'government', 'did', 'jews', 'law', 'church', 'israel', 'evidence', 'sin', 'don', 'children', 'right', 'christianity', 'hell', 'koresh', 'truth', 'man', 'fact', 'human', 'religious', 'rutgers', 'com', 'belief', 'fbi', 'world', 'love', 'jewish', 'death', 'heaven', 'men', 'person', 'point', 'moral', 'gun', 'atheists', 'reason', 'agree', 'claim', 'rights', 'existence', 'state', 'lord', 'israeli', 'war', 'true', 'atheism', 'athos', 'saying', 'mean', 'argument', 'come', 'batf', 'beliefs', 'die', 'way', 'wrong', 'history', 'things', 'killed', 'atheist', 'eternal', 'day', 'live', 'laws', '1993', 'scripture', 'mary', 'muslims', 'morality', 'homosexual', 'peace', 'paul', 'years', 'team', 'words', 'country', 'islam', 'shall', 'accept', 'guns', 'father', 'homosexuality', 'arab', 'statement']]",70.13125393301016
2,252.2300101640242,1,0,"[['edu', 'writes', 'com', 'people', 'don', 'article', 'just', 'like', 'know', 'think', 'god', 'does', 'use', 'time', 'good', 've', 'way', 'new', 'right', 'want', 'windows', 'make', 'say', 'thanks', 'did', 'really', 'need', 'believe', 'problem', 'used', 'said', 'government', 'work', 'drive', 'going', 'things', 'question', 'point', 'll', 'help', 'read', 'year', 'using', 'better', 'sure', 'doesn', 'mail', 'got', 'car', 'thing', 'let', 'ca', 'game', 'years', 'program', 'cs', 'bit', 'tell', 'didn', 'come', 'information', 'jesus', 'little', 'card', 'number', 'world', 'file', 'look', 'long', 'lot', 'probably', 'key', 'power', 'post', 'news', 'law', 'software', 'case', 'fact', 'life', 'true', 'looking', 'says', 'actually', 'run', 'hard', 'wrong', 'best', 'day', 'state', 'course', 'different', 'try', 'dos', 'chip', 'space', 'real', '10', 'data', 'far'], ['god', 'people', 'jesus', 'believe', 'bible', 'edu', 'say', 'christian', 'writes', 'christ', 'think', 'article', 'christians', 'faith', 'religion', 'life', 'said', 'government', 'did', 'jews', 'law', 'church', 'israel', 'evidence', 'sin', 'don', 'children', 'right', 'christianity', 'hell', 'koresh', 'truth', 'man', 'fact', 'human', 'religious', 'rutgers', 'com', 'belief', 'fbi', 'world', 'love', 'jewish', 'death', 'heaven', 'men', 'person', 'point', 'moral', 'gun', 'atheists', 'reason', 'agree', 'claim', 'rights', 'existence', 'state', 'lord', 'israeli', 'war', 'true', 'atheism', 'athos', 'saying', 'mean', 'argument', 'come', 'batf', 'beliefs', 'die', 'way', 'wrong', 'history', 'things', 'killed', 'atheist', 'eternal', 'day', 'live', 'laws', '1993', 'scripture', 'mary', 'muslims', 'morality', 'homosexual', 'peace', 'paul', 'years', 'team', 'words', 'country', 'islam', 'shall', 'accept', 'guns', 'father', 'homosexuality', 'arab', 'statement']]",65.08240703499177
2,136.76467130579744,1,1,"[['test', 'thanks', 'message', 'just', 'works', 'know', 'edu', 'does', 'hi', 'windows', 'like', 'writes', 'mail', 'com', 'article', 'don', 'advance', 'good', 'use', 'need', 'help', 'drive', 'looking', 'new', 'people', 've', 'program', 'think', 'card', 'used', 'want', 'email', 'time', 'info', 'hello', 'anybody', 'problem', 'work', 'appreciated', 'says', 'information', 'using', 'post', 'file', 'pc', 'say', 'software', 'make', 'really', 'way', 'list', 'got', 'dos', 'interested', 'mac', 'tell', 'read', 'ftp', 'address', 'god', 'graphics', 'putt', 'run', 'send', 'files', 'right', 'question', 'lot', 'monitor', 'sale', 'car', 'let', 'line', 'did', 'wondering', 'bit', 'version', 'group', 'computer', 'window', 'll', 'number', 'subject', 'video', 'game', 'hard', 'going', 'appreciate', 'heard', 'disk', 'available', 'driver', 'ca', 'believe', 'point', 'possible', 'scsi', 'memory', 'chip', 'sure'], ['thanks', 'know', 'edu', 'does', 'hi', 'windows', 'like', 'writes', 'just', 'com', 'article', 'don', 'good', 'mail', 'use', 'need', 'advance', 'people', 'looking', 'think', 'drive', 'help', 'new', 'card', 've', 'want', 'hello', 'program', 'say', 'time', 'info', 'appreciated', 'anybody', 'email', 'file', 'work', 'problem', 'information', 'post', 'really', 'dos', 'pc', 'list', 'used', 'way', 'make', 'says', 'using', 'god', 'read', 'software', 'mac', 'graphics', 'right', 'tell', 'got', 'files', 'monitor', 'address', 'ftp', 'question', 'did', 'interested', 'send', 'run', 'window', 'game', 'number', 'let', 'll', 'video', 'version', 'group', 'heard', 'going', 'car', 'believe', 'news', 'lot', 'bit', 'wondering', 'ca', 'driver', 'computer', 'scsi', 'doesn', 'sure', 'line', 'point', 'hard', 'buy', 'better', 'available', 'david', 'cs', 'possible', 'best', 'year', 'thing', 'copy']]",70.14269777899608
3,255.92927814174809,0,0,"[['edu', 'writes', 'com', 'people', 'don', 'article', 'just', 'like', 'know', 'think', 'god', 'does', 'use', 'time', 'good', 've', 'way', 'new', 'right', 'want', 'windows', 'make', 'say', 'thanks', 'did', 'really', 'need', 'believe', 'problem', 'used', 'said', 'government', 'work', 'drive', 'going', 'things', 'question', 'point', 'll', 'help', 'read', 'year', 'using', 'better', 'sure', 'doesn', 'mail', 'got', 'car', 'thing', 'let', 'ca', 'game', 'years', 'program', 'cs', 'bit', 'tell', 'didn', 'come', 'information', 'jesus', 'little', 'card', 'number', 'world', 'file', 'look', 'long', 'lot', 'probably', 'key', 'power', 'post', 'news', 'law', 'software', 'case', 'fact', 'life', 'true', 'looking', 'says', 'actually', 'run', 'hard', 'wrong', 'best', 'day', 'state', 'course', 'different', 'try', 'dos', 'chip', 'space', 'real', '10', 'data', 'far'], ['god', 'people', 'jesus', 'believe', 'edu', 'bible', 'say', 'christian', 'writes', 'christ', 'think', 'article', 'christians', 'faith', 'religion', 'life', 'said', 'government', 'jews', 'did', 'israel', 'law', 'church', 'evidence', 'sin', 'children', 'don', 'right', 'christianity', 'hell', 'koresh', 'truth', 'man', 'fact', 'human', 'religious', 'rutgers', 'com', 'belief', 'jewish', 'world', 'fbi', 'love', 'death', 'heaven', 'men', 'person', 'point', 'moral', 'atheists', 'gun', 'reason', 'rights', 'claim', 'agree', 'israeli', 'existence', 'state', 'war', 'lord', 'true', 'atheism', 'athos', 'saying', 'mean', 'come', 'argument', 'batf', 'beliefs', 'die', 'history', 'wrong', 'way', 'killed', 'day', 'things', 'atheist', 'eternal', 'live', 'laws', '1993', 'muslims', 'scripture', 'peace', 'mary', 'morality', 'paul', 'years', 'team', 'homosexual', 'words', 'arab', 'country', 'islam', 'shall', 'accept', 'father', 'objective', 'statement', 'guns'], ['god', 'jesus', 'windows', 'bible', 'faith', 'christ', 'christian', 'christians', 'sin', 'does', 'believe', 'dos', 'thanks', 'church', 'christianity', 'heaven', 'card', 'file', 'life', 'drive', 'religion', 'love', 'lord', 'rutgers', 'scsi', 'belief', 'truth', 'existence', 'files', 'know', 'atheists', 'eternal', 'window', 'scripture', 'mary', 'word', 'exist', 'program', 'hi', 'athos', 'atheism', 'atheist', 'hell', 'man', 'advance', 'pc', 'problem', 'say', 'disk', 'spirit', 'beliefs', 'help', 'human', 'father', 'question', 'grace', 'holy', 'catholic', 'satan', 'mac', 'software', 'memory', 'son', 'version', 'screen', 'graphics', 'accept', 'read', '1993', 'ms', 'true', 'exists', 'ide', 'os', 'monitor', 'nature', 'religious', 'salvation', 'people', 'video', 'saved', 'controller', 'romans', 'sins', 'paul', 'doctrine', 'running', 'die', 'things', 'mouse', 'words', 'driver', 'ftp', 'homosexuality', 'using', 'evidence', 'color', 'death', 'book', 'ram']]",76.17181964099291
3,255.9292752799345,1,0,"[['edu', 'writes', 'com', 'people', 'don', 'article', 'just', 'like', 'know', 'think', 'god', 'does', 'use', 'time', 'good', 've', 'way', 'new', 'right', 'want', 'windows', 'make', 'say', 'thanks', 'did', 'really', 'need', 'believe', 'problem', 'used', 'said', 'government', 'work', 'drive', 'going', 'things', 'question', 'point', 'll', 'help', 'read', 'year', 'using', 'better', 'sure', 'doesn', 'mail', 'got', 'car', 'thing', 'let', 'ca', 'game', 'years', 'program', 'cs', 'bit', 'tell', 'didn', 'come', 'information', 'jesus', 'little', 'card', 'number', 'world', 'file', 'look', 'long', 'lot', 'probably', 'key', 'power', 'post', 'news', 'law', 'software', 'case', 'fact', 'life', 'true', 'looking', 'says', 'actually', 'run', 'hard', 'wrong', 'best', 'day', 'state', 'course', 'different', 'try', 'dos', 'chip', 'space', 'real', '10', 'data', 'far'], ['god', 'people', 'jesus', 'believe', 'edu', 'bible', 'say', 'christian', 'writes', 'christ', 'think', 'article', 'christians', 'faith', 'religion', 'life', 'said', 'government', 'jews', 'did', 'israel', 'law', 'church', 'evidence', 'sin', 'children', 'don', 'right', 'christianity', 'hell', 'koresh', 'truth', 'man', 'fact', 'human', 'religious', 'rutgers', 'com', 'belief', 'jewish', 'world', 'fbi', 'love', 'death', 'heaven', 'men', 'person', 'point', 'moral', 'atheists', 'gun', 'reason', 'rights', 'claim', 'agree', 'israeli', 'existence', 'state', 'war', 'lord', 'true', 'atheism', 'athos', 'saying', 'mean', 'come', 'argument', 'batf', 'beliefs', 'die', 'history', 'wrong', 'way', 'killed', 'day', 'things', 'atheist', 'eternal', 'live', 'laws', '1993', 'muslims', 'scripture', 'peace', 'mary', 'morality', 'paul', 'years', 'team', 'homosexual', 'words', 'arab', 'country', 'islam', 'shall', 'accept', 'father', 'objective', 'statement', 'guns'], ['god', 'jesus', 'windows', 'bible', 'faith', 'christ', 'christian', 'christians', 'sin', 'does', 'believe', 'dos', 'thanks', 'church', 'christianity', 'heaven', 'card', 'file', 'life', 'drive', 'religion', 'love', 'lord', 'rutgers', 'scsi', 'belief', 'truth', 'existence', 'files', 'know', 'atheists', 'eternal', 'window', 'scripture', 'mary', 'word', 'exist', 'program', 'hi', 'athos', 'atheism', 'atheist', 'hell', 'man', 'advance', 'pc', 'problem', 'say', 'disk', 'spirit', 'beliefs', 'help', 'human', 'father', 'question', 'grace', 'holy', 'catholic', 'satan', 'mac', 'software', 'memory', 'son', 'version', 'screen', 'graphics', 'accept', 'read', '1993', 'ms', 'true', 'exists', 'ide', 'os', 'monitor', 'nature', 'religious', 'salvation', 'people', 'video', 'saved', 'controller', 'romans', 'sins', 'paul', 'doctrine', 'running', 'die', 'things', 'mouse', 'words', 'driver', 'ftp', 'homosexuality', 'using', 'evidence', 'color', 'death', 'book', 'ram']]",66.62661362599465
3,136.75166791216046,1,1,"[['test', 'thanks', 'message', 'just', 'works', 'know', 'edu', 'does', 'hi', 'windows', 'like', 'writes', 'mail', 'com', 'article', 'don', 'good', 'advance', 'use', 'need', 'help', 'drive', 'looking', 'new', 'people', 've', 'program', 'think', 'used', 'card', 'email', 'want', 'time', 'hello', 'info', 'problem', 'anybody', 'says', 'work', 'appreciated', 'information', 'using', 'post', 'say', 'file', 'pc', 'software', 'make', 'way', 'really', 'list', 'got', 'dos', 'interested', 'mac', 'tell', 'read', 'address', 'ftp', 'god', 'graphics', 'putt', 'run', 'send', 'files', 'right', 'question', 'monitor', 'lot', 'sale', 'car', 'let', 'line', 'did', 'wondering', 'bit', 'version', 'group', 'computer', 'window', 'll', 'number', 'subject', 'video', 'game', 'hard', 'appreciate', 'going', 'heard', 'disk', 'available', 'driver', 'ca', 'believe', 'point', 'possible', 'memory', 'scsi', 'chip', 'sure'], ['thanks', 'know', 'edu', 'does', 'hi', 'windows', 'like', 'writes', 'just', 'com', 'article', 'don', 'good', 'mail', 'use', 'need', 'advance', 'people', 'looking', 'think', 'drive', 'help', 'new', 'card', 've', 'want', 'hello', 'program', 'say', 'time', 'info', 'appreciated', 'anybody', 'email', 'file', 'work', 'problem', 'information', 'post', 'really', 'dos', 'pc', 'list', 'used', 'way', 'make', 'says', 'using', 'god', 'read', 'software', 'mac', 'graphics', 'right', 'tell', 'got', 'files', 'monitor', 'address', 'ftp', 'question', 'did', 'interested', 'send', 'run', 'window', 'game', 'number', 'let', 'll', 'video', 'version', 'group', 'going', 'car', 'heard', 'believe', 'news', 'lot', 'bit', 'wondering', 'ca', 'driver', 'computer', 'doesn', 'scsi', 'sure', 'line', 'point', 'hard', 'better', 'buy', 'available', 'david', 'possible', 'cs', 'best', 'year', 'thing', 'copy'], ['subscribe', 'mailing', 'list', 'subscrive', 'ubject', 'honda', 'comp', 'quit', 'graphics', 'gotlieb', 'nswses', 'grape', 'kr', 'located', 'skku', 'stella', 'navy', 'mil', 'israel', 'newsletter', 'dodgers', 'joel', 'skji', 'david', 'ac', 'kaist', 'xpert', 'min', 'eve', 'somebody', 'address', 'sox', 'net', 'gang', 'faq', 'alot', 'remove', 'legend', 'test', 'atkins', 'exists', 'tell', 'mail', 'white', 'leadership', 'ga', 'excerpts', 'autos', 'want', 'netnews', 'prism', 'join', 'john', 'rec', 'bitmaps', 'listserv', 'feed', 'widgets', 'request', 'retyping', 'programming', 'illustrations', 'newsgroups', 'latin', 'send', 'smithers', 'newsgroup', 'saab', 'deluged', 'harkens', 'forot', 'forsale', 'tesrt', 'kazoo', 'paste', 'cubs', 'dial', 'colleges', 'addr', 'rapids', 'lists', 'detweiler', 'photocopy', 'anatomy', 'flights', 'sob', 'cellular', 'vegas', 'publication', 'lust', 'bharu', 'kelantan', 'kota', 'magazine', 'maintains', 'sysadmin', 'magazines', 'abusing', 'colby', 'volunteers']]",66.25708937001764
4,258.5924320208105,0,0,"[['edu', 'writes', 'com', 'people', 'don', 'article', 'just', 'like', 'know', 'think', 'god', 'does', 'use', 'time', 'good', 've', 'way', 'new', 'right', 'want', 'windows', 'make', 'say', 'thanks', 'did', 'really', 'need', 'believe', 'problem', 'used', 'said', 'government', 'work', 'drive', 'going', 'things', 'question', 'point', 'll', 'help', 'read', 'year', 'using', 'better', 'sure', 'doesn', 'mail', 'got', 'car', 'thing', 'let', 'ca', 'game', 'years', 'program', 'cs', 'bit', 'tell', 'didn', 'come', 'information', 'jesus', 'little', 'card', 'number', 'world', 'file', 'look', 'long', 'lot', 'probably', 'key', 'power', 'post', 'news', 'law', 'software', 'case', 'fact', 'life', 'true', 'looking', 'says', 'actually', 'run', 'hard', 'wrong', 'best', 'day', 'state', 'course', 'different', 'try', 'dos', 'chip', 'space', 'real', '10', 'data', 'far'], ['god', 'people', 'jesus', 'believe', 'edu', 'bible', 'say', 'christian', 'writes', 'christ', 'think', 'christians', 'article', 'faith', 'religion', 'life', 'said', 'jews', 'government', 'did', 'israel', 'law', 'church', 'evidence', 'sin', 'don', 'children', 'right', 'christianity', 'hell', 'truth', 'koresh', 'man', 'fact', 'human', 'religious', 'rutgers', 'com', 'jewish', 'belief', 'world', 'love', 'death', 'fbi', 'heaven', 'men', 'person', 'point', 'moral', 'atheists', 'reason', 'gun', 'rights', 'agree', 'israeli', 'claim', 'existence', 'state', 'war', 'true', 'lord', 'atheism', 'athos', 'saying', 'mean', 'argument', 'come', 'beliefs', 'die', 'batf', 'wrong', 'history', 'way', 'killed', 'atheist', 'things', 'eternal', 'day', 'live', 'laws', 'muslims', 'peace', 'scripture', 'morality', '1993', 'mary', 'paul', 'years', 'team', 'homosexual', 'arab', 'words', 'islam', 'country', 'shall', 'objective', 'accept', 'father', 'statement', 'homosexuality'], ['god', 'jesus', 'windows', 'bible', 'faith', 'christ', 'christian', 'christians', 'sin', 'does', 'believe', 'dos', 'thanks', 'church', 'card', 'christianity', 'heaven', 'file', 'life', 'religion', 'love', 'lord', 'belief', 'rutgers', 'truth', 'existence', 'drive', 'scsi', 'files', 'atheists', 'know', 'eternal', 'scripture', 'exist', 'word', 'mary', 'program', 'atheism', 'atheist', 'athos', 'pc', 'hell', 'man', 'hi', 'say', 'spirit', 'advance', 'beliefs', 'disk', 'window', 'human', 'father', 'problem', 'help', 'grace', 'question', 'holy', 'graphics', 'software', 'satan', 'catholic', 'mac', 'version', 'son', 'read', 'accept', 'memory', '1993', 'true', 'ms', 'exists', 'video', 'screen', 'os', 'religious', 'nature', 'salvation', 'monitor', 'mouse', 'ftp', 'saved', 'ide', 'driver', 'romans', 'sins', 'paul', 'doctrine', 'controller', 'die', 'words', 'book', 'drivers', 'color', 'things', 'people', 'running', 'image', 'mode', 'ram', 'evidence'], ['game', 'team', 'games', 'god', 'edu', 'drive', 'hockey', 'year', 'baseball', 'espn', 'season', 'players', 'play', 'ca', 'win', 'scsi', 'player', 'fans', 'teams', 'league', 'card', 'nhl', 'jesus', 'toronto', '00', 'series', 'best', 'boston', 'leafs', 'detroit', 'playoffs', '10', 'pens', 'fan', 'night', 'ide', 'runs', 'good', 'wings', 'devils', 'cup', 'buffalo', 'hit', 'played', 'playoff', 'got', 'penguins', 'bruins', 'controller', 'pittsburgh', 'hard', 'division', 'goal', 'winning', 'drives', 'pitching', '12', 'playing', 'montreal', 'red', 'braves', 'score', '25', 'caps', 'thanks', '15', 'rangers', 'chicago', 'scored', '11', 'roger', 'better', '20', 'sabres', 'monitor', 'christ', 'great', 'hell', 'sox', 'bus', 'coach', 'pitcher', 'uiuc', 'watch', 'mike', 'ice', 'stats', 'morris', 'bible', 'blues', 'islanders', 'coverage', 'cubs', 'sale', 'cs', 'really', 'writes', '16', 'wins', 'think']]",65.94465408401447
4,258.59256986135546,1,0,"[['edu', 'writes', 'com', 'people', 'don', 'article', 'just', 'like', 'know', 'think', 'god', 'does', 'use', 'time', 'good', 've', 'way', 'new', 'right', 'want', 'windows', 'make', 'say', 'thanks', 'did', 'really', 'need', 'believe', 'problem', 'used', 'said', 'government', 'work', 'drive', 'going', 'things', 'question', 'point', 'll', 'help', 'read', 'year', 'using', 'better', 'sure', 'doesn', 'mail', 'got', 'car', 'thing', 'let', 'ca', 'game', 'years', 'program', 'cs', 'bit', 'tell', 'didn', 'come', 'information', 'jesus', 'little', 'card', 'number', 'world', 'file', 'look', 'long', 'lot', 'probably', 'key', 'power', 'post', 'news', 'law', 'software', 'case', 'fact', 'life', 'true', 'looking', 'says', 'actually', 'run', 'hard', 'wrong', 'best', 'day', 'state', 'course', 'different', 'try', 'dos', 'chip', 'space', 'real', '10', 'data', 'far'], ['god', 'people', 'jesus', 'believe', 'edu', 'bible', 'say', 'christian', 'writes', 'christ', 'think', 'christians', 'article', 'faith', 'religion', 'life', 'said', 'jews', 'government', 'did', 'israel', 'law', 'church', 'evidence', 'sin', 'don', 'children', 'right', 'christianity', 'hell', 'truth', 'koresh', 'man', 'fact', 'human', 'religious', 'rutgers', 'com', 'jewish', 'belief', 'world', 'love', 'death', 'fbi', 'heaven', 'men', 'person', 'point', 'moral', 'atheists', 'reason', 'gun', 'rights', 'agree', 'israeli', 'claim', 'existence', 'state', 'war', 'true', 'lord', 'atheism', 'athos', 'saying', 'mean', 'argument', 'come', 'beliefs', 'die', 'batf', 'wrong', 'history', 'way', 'killed', 'atheist', 'things', 'eternal', 'day', 'live', 'laws', 'muslims', 'peace', 'scripture', 'morality', '1993', 'mary', 'paul', 'years', 'team', 'homosexual', 'arab', 'words', 'islam', 'country', 'shall', 'objective', 'accept', 'father', 'statement', 'homosexuality'], ['god', 'jesus', 'windows', 'bible', 'faith', 'christ', 'christian', 'christians', 'sin', 'does', 'believe', 'dos', 'thanks', 'church', 'card', 'christianity', 'heaven', 'file', 'life', 'religion', 'love', 'lord', 'belief', 'rutgers', 'truth', 'existence', 'drive', 'scsi', 'files', 'atheists', 'know', 'eternal', 'scripture', 'exist', 'word', 'mary', 'program', 'atheism', 'atheist', 'athos', 'pc', 'hell', 'man', 'hi', 'say', 'spirit', 'advance', 'beliefs', 'disk', 'window', 'human', 'father', 'problem', 'help', 'grace', 'question', 'holy', 'graphics', 'software', 'satan', 'catholic', 'mac', 'version', 'son', 'read', 'accept', 'memory', '1993', 'true', 'ms', 'exists', 'video', 'screen', 'os', 'religious', 'nature', 'salvation', 'monitor', 'mouse', 'ftp', 'saved', 'ide', 'driver', 'romans', 'sins', 'paul', 'doctrine', 'controller', 'die', 'words', 'book', 'drivers', 'color', 'things', 'people', 'running', 'image', 'mode', 'ram', 'evidence'], ['game', 'team', 'games', 'god', 'edu', 'drive', 'hockey', 'year', 'baseball', 'espn', 'season', 'players', 'play', 'ca', 'win', 'scsi', 'player', 'fans', 'teams', 'league', 'card', 'nhl', 'jesus', 'toronto', '00', 'series', 'best', 'boston', 'leafs', 'detroit', 'playoffs', '10', 'pens', 'fan', 'night', 'ide', 'runs', 'good', 'wings', 'devils', 'cup', 'buffalo', 'hit', 'played', 'playoff', 'got', 'penguins', 'bruins', 'controller', 'pittsburgh', 'hard', 'division', 'goal', 'winning', 'drives', 'pitching', '12', 'playing', 'montreal', 'red', 'braves', 'score', '25', 'caps', 'thanks', '15', 'rangers', 'chicago', 'scored', '11', 'roger', 'better', '20', 'sabres', 'monitor', 'christ', 'great', 'hell', 'sox', 'bus', 'coach', 'pitcher', 'uiuc', 'watch', 'mike', 'ice', 'stats', 'morris', 'bible', 'blues', 'islanders', 'coverage', 'cubs', 'sale', 'cs', 'really', 'writes', '16', 'wins', 'think']]",65.61443037699792
4,136.71941897157762,1,1,"[['test', 'thanks', 'message', 'just', 'works', 'know', 'edu', 'does', 'hi', 'windows', 'like', 'writes', 'mail', 'com', 'article', 'don', 'advance', 'good', 'use', 'need', 'help', 'drive', 'looking', 'new', 'people', 've', 'program', 'think', 'card', 'used', 'email', 'want', 'time', 'info', 'hello', 'problem', 'anybody', 'work', 'says', 'appreciated', 'information', 'using', 'post', 'file', 'pc', 'say', 'software', 'make', 'way', 'really', 'list', 'dos', 'got', 'interested', 'mac', 'tell', 'read', 'ftp', 'address', 'graphics', 'god', 'putt', 'run', 'files', 'send', 'right', 'question', 'lot', 'monitor', 'sale', 'let', 'car', 'line', 'did', 'wondering', 'bit', 'version', 'group', 'computer', 'window', 'll', 'number', 'subject', 'video', 'game', 'going', 'hard', 'appreciate', 'heard', 'disk', 'driver', 'available', 'ca', 'believe', 'point', 'possible', 'memory', 'scsi', 'chip', 'sure'], ['thanks', 'know', 'edu', 'does', 'hi', 'windows', 'like', 'writes', 'just', 'com', 'article', 'don', 'good', 'mail', 'use', 'need', 'advance', 'people', 'looking', 'think', 'drive', 'help', 'new', 'card', 've', 'want', 'hello', 'program', 'say', 'time', 'info', 'appreciated', 'anybody', 'email', 'file', 'work', 'problem', 'information', 'post', 'really', 'dos', 'pc', 'list', 'used', 'way', 'make', 'says', 'using', 'god', 'read', 'software', 'mac', 'graphics', 'right', 'tell', 'got', 'monitor', 'files', 'address', 'ftp', 'question', 'did', 'interested', 'send', 'run', 'game', 'window', 'number', 'let', 'll', 'video', 'version', 'car', 'group', 'going', 'heard', 'believe', 'news', 'lot', 'bit', 'wondering', 'ca', 'driver', 'computer', 'scsi', 'doesn', 'sure', 'line', 'point', 'david', 'hard', 'buy', 'better', 'available', 'possible', 'cs', 'best', 'year', 'thing', 'copy'], ['subscribe', 'mailing', 'list', 'subscrive', 'ubject', 'honda', 'comp', 'quit', 'graphics', 'gotlieb', 'nswses', 'grape', 'kr', 'located', 'skku', 'stella', 'navy', 'mil', 'israel', 'newsletter', 'dodgers', 'joel', 'skji', 'ac', 'kaist', 'xpert', 'min', 'eve', 'somebody', 'address', 'david', 'sox', 'net', 'gang', 'faq', 'alot', 'remove', 'legend', 'test', 'atkins', 'exists', 'tell', 'white', 'leadership', 'ga', 'excerpts', 'autos', 'want', 'netnews', 'join', 'prism', 'bitmaps', 'john', 'widgets', 'rec', 'listserv', 'feed', 'mail', 'retyping', 'request', 'programming', 'illustrations', 'unsubscribe', 'newsgroups', 'latin', 'newsgroup', 'deluged', 'harkens', 'saab', 'smithers', 'forot', 'send', 'kazoo', 'paste', 'forsale', 'dial', 'colleges', 'rapids', 'addr', 'photocopy', 'lists', 'detweiler', 'anatomy', 'cellular', '_too_', 'cubs', 'flights', 'sob', 'vegas', 'magazine', 'publication', 'lust', 'melittin', 'bharu', 'kelantan', 'kota', 'maintains', 'magazines', 'sysadmin', 'abusing'], ['ax', 'max', 'g9v', 'b8f', 'a86', 'pl', '1d9', '1t', '3t', 'bhj', '0t', 'giz', '145', '34u', '75u', '2tm', '2di', '7ey', 'wm', 'bxn', 'qq', '9v', 'gk', '6ei', '0d', 'bj', 'david', 'qax', '6um', 'sl', 'g9', 'kn', 'good', 'm3', 'nrhj', '9f', 'hello', 'wt', 'tq', 'b4q', 'd9', '34', '1d9l', '7kn', '7ex', 'lj', '0q', 'b8e', '3l', '1eq', 'uy', 'ql', 'm_', '5u', '7ez', 'wwiz', '1f', 'say', '4t', 'mq', 'i4', '2tct', 'biz', 'f9d', 'b8g', 'okz', 'nuy', 'ml', '8n', 'ghj', 'z5', 'gq', 'yd', '7u', 'qtm', 'gizw', 'subscribe', 'r8f', 'tm', 'mb8f', '9f9', '6e', 'q6', 'wm4u', '9d', 'p4u', 'drive', 'c8v', 'lg', 'km', 'bhjn', '45', 'mg9v', 'uz', '1f9', '9f8', 'ei', 'f0', '04', 'd6']]",66.48395836300915
