n_components,reconstruction_error,alpha,l1_ratio,topics
2,252.23012096928935,1,1,"[['edu', 'writes', 'com', 'people', 'don', 'article', 'just', 'like', 'know', 'think'], ['god', 'people', 'jesus', 'believe', 'bible', 'edu', 'say', 'christian', 'writes', 'christ']]"
